# Arabidopsis MAGIC phenotype data, Gnan et al (2014) 10.1534/genetics.114.170746
# nrow 677
# ncol 9
id,bolting_days,seed_weight,seed_area,ttl_seedspfruit,branches,height,pc_seeds_aborted,fruit_length
MAGIC.369,23.67,25.67,0.79,55.11,4.67,53.3,4.28,19.26
MAGIC.370,22.67,21.45,0.73,52.22,5,NA,0.16,15.61
MAGIC.371,17.67,20.08,0.66,49.44,5.67,38.25,0,14.48
MAGIC.372,15.33,17.9,0.68,44.33,7,NA,0.23,16.99
MAGIC.373,19,22.57,0.69,65.89,4.67,NA,0.14,18.2
MAGIC.374,41.33,24.73,0.81,47.78,6.67,39,0.21,16
MAGIC.375,18.67,21.5,0.73,62.67,5.33,48.9,0.51,15.69
MAGIC.376,16.67,21,0.71,65.67,8,NA,1.21,14.93
MAGIC.377,19.67,22.58,0.77,59.44,4,55,7.9,18.56
MAGIC.378,20,17.56,0.64,55.33,6.67,NA,0,13.58
MAGIC.379,15.33,21.93,0.72,45.22,4.33,NA,0,15.48
MAGIC.380,16.33,19.76,0.73,52.39,4.33,43.6,0.3,14.65
MAGIC.381,39.67,23.29,0.78,49.89,8.33,55.2,0.9,14.57
MAGIC.382,37,24.81,0.83,50.17,7,64,0.31,15.85
MAGIC.383,26,21.17,0.7,56.17,8,51.7,0,14.6
MAGIC.384,38.33,19.35,0.68,49.11,4.67,37.57,0.9,13.42
MAGIC.385,22.67,22.7,0.71,65.56,7,46.83,0.2,15.59
MAGIC.386,21.33,23.32,0.77,46.67,5.67,49.5,0,14.5
MAGIC.387,18.67,24.77,0.78,58.22,6.67,46.2,0.18,16.67
MAGIC.388,39.33,24.42,0.78,50,7,52.33,0,13.8
MAGIC.389,14,22.6,0.78,50.11,9,NA,0.76,17.84
MAGIC.390,18.33,23.5,0.77,56.56,6.67,49.87,0.22,14.11
MAGIC.391,29,20.58,0.7,53.33,6,47,0,14.95
MAGIC.392,25.67,23.74,0.84,46.89,6.33,41.8,0.51,12.8
MAGIC.393,14,19.56,0.65,56.33,4.5,44.5,0,14.84
MAGIC.394,19,19.59,0.68,55.67,5,45.75,0,16.07
MAGIC.395,17,25.26,0.8,56.44,6.67,NA,0.22,15.83
MAGIC.396,17.67,21.41,0.71,44.67,9,38.83,0.54,12.94
MAGIC.397,23.33,20.09,0.69,59.67,7,44.2,0,14.76
MAGIC.398,41,19.38,0.71,62.89,6.33,38,0.37,17.67
MAGIC.399,50,17.29,0.63,54.33,6.67,38.57,0,16.15
MAGIC.400,17.67,24.94,0.77,63.44,7.67,NA,0,16.8
MAGIC.401,23.67,28,0.85,49.11,3.33,54.57,0,16.27
MAGIC.402,29.33,19.31,0.65,50,4,61.75,0,13.63
MAGIC.403,21,23.36,0.76,46.67,6.67,NA,0.19,17.48
MAGIC.404,19.67,21.34,0.72,53.78,2.67,NA,0.26,15.8
MAGIC.405,54.67,20.3,0.72,52.22,3,34,0.23,14.49
MAGIC.406,16.33,21.28,0.72,54.11,6,42.5,0.38,15.26
MAGIC.407,17.33,18.73,0.68,50.78,5,NA,0.88,15.47
MAGIC.408,49,23.24,0.82,31.11,7.33,38,1.15,11.66
MAGIC.409,23.33,24,0.77,49.56,4.33,54.4,0,14.07
MAGIC.410,31.33,23.01,0.78,46.67,2.67,45.33,0.25,12.61
MAGIC.412,16.67,21.48,0.72,67.67,6,40.2,0,18.27
MAGIC.413,17.33,19.59,0.65,58.11,4.33,50.17,0.18,18.55
MAGIC.414,13.67,18.39,0.65,41.44,5.67,42.57,0,12.61
MAGIC.415,18.67,19.79,0.68,61.67,4.67,36.53,0.19,15.74
MAGIC.416,13,19.6,0.66,53.78,5,NA,0.4,14.83
MAGIC.417,24.33,20.01,0.71,49,7,43.35,0,14.46
MAGIC.418,14.67,23.32,0.79,60.11,7,NA,0,17.52
MAGIC.419,20.33,23.17,0.81,46.33,6.67,NA,0,16.31
MAGIC.420,19,18.85,0.75,40.67,5.33,39.73,0.82,14.78
MAGIC.421,15.67,19.33,0.67,57.44,6,45.75,0,14.79
MAGIC.422,18.33,23.44,0.82,52.44,5,41.5,17,19.71
MAGIC.423,16,17.51,0.63,61.33,9.33,NA,0.38,15.33
MAGIC.424,17,18.72,0.69,42,4.67,NA,0,15.58
MAGIC.425,15.67,19.05,0.69,52.78,5.67,34.63,1.08,11.84
MAGIC.426,15.33,22.77,0.75,42.33,8,41,5.3,13.38
MAGIC.427,23.33,21.79,0.71,55.11,5,45.8,0.19,14.2
MAGIC.428,24.33,21.42,0.76,49.22,4.33,44,0.48,14.63
MAGIC.429,16.33,22.16,0.72,57.11,7,42.67,0,15.64
MAGIC.430,15,23.6,0.77,49.44,5,41.6,0.2,17.15
MAGIC.431,21.67,24.27,0.78,62.44,4,51.25,0,16.97
MAGIC.432,29,37.7,1.07,32.67,4,41.75,1.32,13.08
MAGIC.433,14,32.14,0.92,25.22,4.67,59,0.72,10.8
MAGIC.434,36.33,20.77,0.73,53.5,1.5,47.33,0.27,14.08
MAGIC.435,20.33,20.7,0.69,57.33,5,40.5,0,15.28
MAGIC.436,43.67,30,1.04,16,7.33,39.43,19.52,10.97
MAGIC.437,17,17.88,0.62,51.33,7,38.5,0.18,16.62
MAGIC.438,25.33,21.79,0.71,61.44,6.67,NA,0.39,17.15
MAGIC.439,46.67,21.09,0.81,42.67,4.67,26.83,3.46,14.18
MAGIC.440,17.33,19.1,0.67,63.33,6.33,NA,0,17.17
MAGIC.441,19,22.3,0.76,64,5.33,NA,0,16.62
MAGIC.442,22,25.3,0.8,52.61,4.67,45.75,0.22,12.62
MAGIC.443,48,20.8,0.76,47.22,9,33,0.9,16.08
MAGIC.444,46.67,19.57,0.79,35.67,4,20.67,6.97,14.54
MAGIC.446,14.33,25.08,0.8,46.11,4.67,49.2,0,13.79
MAGIC.447,13,20.57,0.68,57.11,8,NA,0.38,15.24
MAGIC.448,14.67,15.52,0.57,57.11,7,41.5,0.35,15.79
MAGIC.449,17.33,20.28,0.7,61.89,6.33,48.45,0.47,17.34
MAGIC.450,16.33,20.52,0.7,49.89,6,20.9,3.76,14.4
MAGIC.451,17.67,21.38,0.75,60.22,6.33,44,0,18.24
MAGIC.452,24.33,18.38,0.67,62.56,6.33,46.1,0,13.24
MAGIC.453,17.67,23.55,0.76,57,6.67,NA,0.2,16.85
MAGIC.454,22,23.49,0.75,51.33,4.33,42.3,0.23,14.23
MAGIC.455,16.33,18.91,0.65,58.44,5.67,NA,1,13.34
MAGIC.456,22.67,23.64,0.75,47.56,6,35.35,0,13.05
MAGIC.457,22.33,22.22,0.76,57.78,3,50.25,0,17.24
MAGIC.458,17.67,19.46,0.67,49.33,5,45,0,10.9
MAGIC.459,43.5,27.03,0.84,57.33,8.67,43.23,0.23,15.79
MAGIC.460,19.33,22.66,0.77,57.89,4.33,54.9,0,14.61
MAGIC.461,29,23.76,0.75,52.11,5.33,NA,0.25,13.94
MAGIC.462,14.33,22.11,0.75,59.56,7,NA,0.16,16.73
MAGIC.463,17,19.62,0.67,58,5.33,NA,0,12.3
MAGIC.464,17.67,26.32,0.78,57.56,6.67,38.45,0,14.09
MAGIC.465,20.33,22.52,0.86,23.67,6.33,23.5,9.29,9.86
MAGIC.466,25.33,24.43,0.8,48.11,3.33,46,0,13.27
MAGIC.467,16.33,32.26,0.88,35.11,6.33,43.37,0.39,13.99
MAGIC.468,16.67,18.53,0.66,67,6.33,38.3,0,17.99
MAGIC.469,23.33,22.19,0.78,50.5,5.67,51,0,15.37
MAGIC.470,18.67,18.34,0.64,57.33,5.67,45.4,0.81,17.09
MAGIC.471,45.67,18.91,0.65,56.56,6.67,38,0.19,16.54
MAGIC.472,44,14.88,0.61,38.33,6.33,24.33,0.52,12.61
MAGIC.473,16,19.06,0.67,59.33,6.5,NA,0.57,15.99
MAGIC.474,30,27.53,0.85,59.89,3.67,68.75,1.93,18.04
MAGIC.475,30.67,20.6,0.67,40.56,8.67,43.83,0,11.32
MAGIC.476,21.33,24.1,0.71,49.67,6.33,NA,0.42,12.82
MAGIC.477,46,25.79,0.84,40.56,6.33,44.33,0.36,13.73
MAGIC.478,16.33,29.25,0.99,28.17,8.67,48,3.21,12.59
MAGIC.479,46.67,25.46,0.84,42,6.67,24,0.8,15.44
MAGIC.480,22.33,23.43,0.78,52.67,7.33,23,0.44,11.76
MAGIC.481,20.33,25.54,0.87,44.56,6,43.05,0.19,14.26
MAGIC.482,19.67,27.06,0.82,59.56,5.67,52.25,0.37,18.6
MAGIC.483,17.67,23.05,0.74,51,5.33,24.5,0.41,12.43
MAGIC.484,12.67,18.36,0.67,48.22,7.67,41.25,0,13.96
MAGIC.485,12.33,21.11,0.73,47.78,7,NA,0.63,14.95
MAGIC.486,32,24.97,0.81,54.11,4.67,50.83,0.23,14.01
MAGIC.487,36,22.2,0.78,47.56,8,46.67,0.23,14.75
MAGIC.488,34,21.63,0.77,42.67,3.67,54.37,0.41,14.31
MAGIC.489,68.67,20.6,0.96,33.29,8.5,19,1.79,13.82
MAGIC.490,18,23.11,0.75,56.11,4.67,41.5,0,15.13
MAGIC.491,17,23.5,0.77,39.56,7.33,46.93,0,16.89
MAGIC.492,19,21.42,0.75,36.89,3.67,39.6,0,13.67
MAGIC.493,23,23.95,0.76,60.11,5.67,35.97,0,14.75
MAGIC.494,36,25.17,0.82,50.56,5.67,52.83,0.47,16.26
MAGIC.495,15.33,22.31,0.77,35.78,7.67,40,4.02,12.02
MAGIC.496,17.67,24.22,0.75,51.78,6,NA,0,15.17
MAGIC.497,34.67,17.25,0.71,41,4,24.8,20.56,12.87
MAGIC.498,17.67,22.64,0.78,43.89,5.67,NA,0.36,15.05
MAGIC.499,18.67,24.29,0.76,58.11,7,NA,0.38,16.12
MAGIC.500,22.33,21,0.75,60.11,NA,48.85,0.18,13.93
MAGIC.501,32.67,23.02,0.75,48.22,6,54.77,1.24,14.33
MAGIC.502,16.67,23.01,0.72,50.11,6,49.35,0.19,14.81
MAGIC.503,29,24.24,0.8,49.56,8.33,45.2,0,14.73
MAGIC.504,26,22.77,0.75,60.33,4,38.5,0,15.34
MAGIC.505,15.67,28.29,0.88,33,4.33,49.75,1.55,11.62
MAGIC.506,24.67,28.03,0.88,45.44,9.67,NA,0,14.68
MAGIC.507,25.33,24.38,0.76,54.11,6,36,0.81,13.75
MAGIC.508,15.67,21.29,0.76,41.5,4.67,49.95,0,12.85
MAGIC.509,21,26.36,0.81,59.78,5.33,43.25,0.17,18.03
MAGIC.510,15.33,25.53,0.82,42.78,4,NA,0.72,14.45
MAGIC.511,19.33,30.75,0.96,28.44,6.67,NA,2.76,13.38
MAGIC.512,41.33,17.27,0.63,45.11,7.33,38.5,0.49,14.09
MAGIC.513,13,21.09,0.74,39.22,6.33,NA,0,13.81
MAGIC.514,20.33,23.51,0.82,62.78,5.33,60.33,0.37,16.83
MAGIC.515,16.67,25.3,0.82,35.56,7,48.17,0.95,13.5
MAGIC.516,18.67,19.45,0.66,54.89,4.5,NA,0.18,13.6
MAGIC.517,21,21.01,0.69,60.67,7,43.93,0,15.44
MAGIC.518,21.33,23.83,0.79,61.11,6,NA,0.72,16.57
MAGIC.519,18.33,26.72,0.88,48.56,6,NA,9.5,18.31
MAGIC.520,18.67,20.35,0.7,55.33,6.33,20.7,0.41,13.74
MAGIC.521,18.33,20.41,0.65,60.11,8,40.1,0.19,15.36
MAGIC.522,27.33,20.42,0.69,48.89,4,58.75,0,14.05
MAGIC.523,17.67,18.76,0.64,66.44,5,29.5,0.18,13.63
MAGIC.524,16.33,23.03,0.75,45.78,6,43.1,0,14.95
MAGIC.525,19.33,18.71,0.64,59.44,5.33,40.75,0.39,14.89
MAGIC.526,20.33,19.27,0.67,57.67,6.67,45.7,4.59,16.8
MAGIC.527,27.67,26.79,0.83,56.33,7.67,33.15,0,16.38
MAGIC.528,44.67,24.35,0.81,43.33,10,45,0.87,15.31
MAGIC.529,17.33,15.17,0.55,72.17,6,45.23,0.49,15.11
MAGIC.530,51.67,18.65,0.71,42.78,10,28.5,3.62,15.06
MAGIC.531,43.67,24.24,0.83,44.22,7.67,39.8,0.26,14.42
MAGIC.532,20.67,22.41,0.75,58.14,3.33,55.3,0,15.01
MAGIC.533,26.33,26.35,0.82,47.33,4.33,51.33,0.25,13.05
MAGIC.534,19.67,19.74,0.7,53.11,4.33,NA,0.41,13.44
MAGIC.535,28.33,24.22,0.78,46.11,4.33,43,0,16.14
MAGIC.537,56.67,25.3,0.88,33.44,10,27,2.11,12.87
MAGIC.538,42.67,30.54,1.03,22.11,7,40.5,0.64,11.81
MAGIC.539,20,21.5,0.7,54.22,4,55.95,0.41,13.63
MAGIC.541,36.33,21.77,0.72,55.11,7.67,46.17,0.4,14.47
MAGIC.542,41.33,24.13,0.78,51.78,7.67,52.1,0.22,15.55
MAGIC.543,54.33,21.74,0.71,55.5,5.5,15,0.7,12.01
MAGIC.544,37.67,17.85,0.69,37.33,4.33,51.2,8.34,13.39
MAGIC.545,29.33,23.06,0.75,53.22,5.33,46.23,0.64,14.6
MAGIC.546,24.33,26.59,0.93,42.67,5,39.05,0.23,15.83
MAGIC.547,41.33,23.56,0.76,42.83,12,31.2,0.83,13.28
MAGIC.548,43.33,20.86,0.77,43.33,5,45.5,1.2,15.29
MAGIC.549,49.67,21.03,0.72,50.89,9.67,37,0.94,15.07
MAGIC.551,48.67,13.97,0.62,39.78,4.67,23.17,11.2,13.76
MAGIC.552,29,24.19,0.81,47.27,4,50.67,0.38,16.4
MAGIC.553,54.67,21.41,0.84,45.5,6.33,32,1.4,14.68
MAGIC.554,22.33,19.77,0.74,44.11,7,NA,0.87,14.71
MAGIC.555,22.67,21.43,0.75,57.33,6.67,NA,0.42,15.86
MAGIC.556,22,18,0.62,51.89,7.33,42.03,0,12.83
MAGIC.557,21.33,24.92,0.81,61.33,6,36.25,0,17.11
MAGIC.558,24.67,26.76,0.84,50,5.67,49.5,0.73,15.37
MAGIC.559,42.33,27.99,0.84,55.33,8.33,54.25,0.19,15.99
MAGIC.561,24.67,25.05,0.82,51,4.17,38.5,0,15.23
MAGIC.562,21,23.56,0.78,53.67,5.33,56.05,0.55,15.53
MAGIC.563,30.33,20.31,0.65,61.56,5,34.13,0,16.97
MAGIC.565,52.33,21.94,0.72,37,8.33,22.2,3.24,10.52
MAGIC.566,17.33,16.81,0.58,77,4.33,33.73,0.29,15.91
MAGIC.567,17,21.29,0.7,52.44,4.67,27.35,1.26,11.3
MAGIC.570,51.33,20.5,0.73,42.22,3.67,34.33,0.89,14.71
MAGIC.571,19.33,22.25,0.74,60.56,4.33,48.25,0.22,16.94
MAGIC.573,16.33,18.46,0.64,61,4,NA,0.4,15.41
MAGIC.574,20.33,21.8,0.72,66.22,7.33,45.75,4.35,15.95
MAGIC.575,46.33,18.16,0.67,43.89,5.33,31.1,1.22,16.77
MAGIC.576,17,24.2,0.79,51.78,6.33,NA,0.18,17.42
MAGIC.577,16,24.45,0.86,42.17,8,NA,0.98,14.28
MAGIC.578,27,27.61,0.87,55,5.33,36.75,0,16.86
MAGIC.579,38.33,21.64,0.79,50.61,5.33,31.33,0.67,16.82
MAGIC.580,42.33,20.2,0.69,53.44,8.67,38,0,17.11
MAGIC.581,65.33,20.25,0.78,36.22,7,26.33,0.63,13.92
MAGIC.582,20,20.96,0.69,50.89,6.33,31.25,0,14.37
MAGIC.583,63.5,18.58,0.73,29.89,5,13,2.75,14.8
MAGIC.584,42.33,25.76,0.73,42.78,9,36.33,0.48,14.45
MAGIC.585,21.67,24.82,0.81,53.11,3,47.9,0,13.78
MAGIC.586,14.33,25.41,0.84,35.78,6.33,NA,0,12.48
MAGIC.588,19.33,20.44,0.74,60,5,39.75,14.11,16.39
MAGIC.590,24.67,27.2,0.85,51.83,4,65.45,0.65,17.25
MAGIC.591,24,21.07,0.71,60.44,7.33,23.33,0.36,11.08
MAGIC.592,17.67,16.2,0.6,41,7.33,42.83,24.85,11.33
MAGIC.593,19.67,19.77,0.68,57.44,4.67,36,0.18,13.69
MAGIC.594,47,19.76,0.67,54.17,8,43,0,16.96
MAGIC.595,53.67,18.65,0.73,40.33,5.33,30,0.57,13.4
MAGIC.597,21,23.83,0.76,68.78,3.33,NA,0,16.57
MAGIC.598,50.33,22.98,0.85,33.92,6.33,35,0.16,15.17
MAGIC.599,16.33,22.84,0.79,51.22,6.33,45.4,0.19,16.12
MAGIC.600,18,21.36,0.72,69.78,6.67,56.17,0.18,16.81
MAGIC.601,29,25.62,0.83,55.89,6,51,3.36,16.38
MAGIC.602,22.33,21.82,0.78,53.78,5,NA,10.2,15.88
MAGIC.604,56,22.67,0.75,50.67,8.33,36.5,0,15.6
MAGIC.605,13.67,17.32,0.62,44.78,5.67,40.35,0.25,15.05
MAGIC.606,37,22.46,0.73,56.44,4.67,41.33,0.23,17.15
MAGIC.607,47.67,18.74,0.67,51,6,40.67,0.21,12.81
MAGIC.608,42.67,16.7,0.63,50.67,8,39.27,0,14.78
MAGIC.609,25.33,25.54,0.83,60.11,6,NA,0,17.26
MAGIC.610,13,18.71,0.69,60.67,8.33,NA,0,17.99
MAGIC.611,24.67,21.55,0.69,53.78,7.33,41.6,0.2,14.34
MAGIC.612,23,18.32,0.68,38.33,8.67,NA,0.5,10.77
MAGIC.613,18.33,25.63,0.84,35.56,5.67,66,0.37,14.23
MAGIC.614,20,21.27,0.72,60.78,8,NA,0.19,17.2
MAGIC.615,60.33,18.89,0.67,45.44,5.67,33.83,0.73,15.64
MAGIC.616,66.33,19.78,0.75,34.92,7,9,4.59,11.18
MAGIC.617,22.67,21.52,0.71,56.67,NA,49.3,0.75,16.34
MAGIC.618,20.67,22.15,0.72,52.72,NA,51,0,14.83
MAGIC.619,15,21.29,0.75,38.67,5,46.33,0.23,13.62
MAGIC.620,20.67,21.85,0.63,65,5.67,NA,0.11,16.86
MAGIC.621,14.67,23.81,0.8,50.33,5.33,NA,3.51,18.23
MAGIC.622,22,24.21,0.81,44.78,6,NA,3.21,12.66
MAGIC.623,19,20.12,0.7,48.89,5.33,50.33,0.4,14.91
MAGIC.624,32.67,23.42,0.82,62.44,7.33,48.03,0.57,15.26
MAGIC.625,20,21.41,0.68,60.44,5,NA,0,15.55
MAGIC.626,19,22.14,0.72,68.94,5,41.3,0.17,18.86
MAGIC.627,16.33,21.13,0.7,50.67,4.33,23,0.22,11.39
MAGIC.628,21.33,21.48,0.71,60.44,5.33,25.17,0.75,13.03
MAGIC.629,21.67,24.56,0.8,38.44,4.67,47.75,0.37,12.92
MAGIC.630,53.5,18.55,0.69,45.67,7,25.5,2.99,14.5
MAGIC.631,21.67,25.04,0.81,55.56,6,39.93,0.78,16.7
MAGIC.632,25,27.28,0.85,47.11,5.67,36.67,2.51,13.7
MAGIC.633,42,27.25,0.85,51.22,6.33,39.37,0,14.9
MAGIC.634,24.67,18.77,0.68,51.22,4.33,43.1,0.53,15.54
MAGIC.635,49,37.39,1.14,24.33,9.67,19.87,5.64,10.3
MAGIC.636,24.67,23.8,0.74,54.67,6,42.25,0.22,15.71
MAGIC.637,23,22.53,0.77,61.56,7,43.97,0,16.58
MAGIC.638,15.67,20.64,0.72,58.67,6,44.35,0,14.31
MAGIC.639,19.33,28.26,0.85,49.5,4.5,46.83,1.57,15.22
MAGIC.641,19.67,20.62,0.67,62.44,5.67,43.37,0.35,14.65
MAGIC.642,24,24.32,0.77,51.56,8.67,41.43,0,14.23
MAGIC.643,28.33,28.34,0.91,45.56,6.33,38.17,0.49,14.01
MAGIC.644,22.67,19.1,0.66,62.44,7,44.25,0,14.18
MAGIC.645,43.33,14.33,0.62,42.11,8.17,28,36.98,15.05
MAGIC.646,18.67,22.33,0.73,58,5.67,NA,0.54,13.4
MAGIC.647,18.33,16.72,0.6,58,5,40.43,0.35,14.22
MAGIC.651,44.33,22.41,0.8,49,6,29.67,0,15.22
MAGIC.652,24.33,34.35,0.97,46.78,3.33,NA,0,15.95
MAGIC.653,21.33,23.53,0.72,53,4.67,64,0,15.6
MAGIC.654,19,21.46,0.78,39.67,6.67,NA,0,15.73
MAGIC.655,19,27.14,0.87,50,6.67,NA,8.33,15
MAGIC.656,16.67,17.02,0.61,60.89,7.67,44,0,14.14
MAGIC.657,16,22.76,0.76,47,5,50.2,0.25,14.7
MAGIC.658,20.67,18.01,0.66,37.78,5.33,54.25,1.32,16.32
MAGIC.659,21.33,24.15,0.77,47.89,6.67,48.55,0.5,12.63
MAGIC.660,16.33,20.71,0.71,47.33,9.67,27.6,0.25,13.48
MAGIC.661,28.33,23.35,0.77,55.56,8,47.65,0.85,14.38
MAGIC.662,19,24.44,0.81,32.78,3.33,49.97,0.81,13.87
MAGIC.664,20.67,18.41,0.72,54.93,4.2,21.1,0.39,11.67
MAGIC.666,18.33,24.93,0.78,53,6,NA,0,15.6
MAGIC.668,13,28.45,0.96,23.33,7,NA,0,12.77
MAGIC.669,25.33,24.79,0.74,67.44,4,60.87,0.16,17.77
MAGIC.670,16.33,22.68,0.75,60,5,NA,0,16.87
MAGIC.671,22.33,26.2,0.83,37.67,4.67,NA,0.84,12.19
MAGIC.672,19.67,21.45,0.71,60.92,NA,42,0.85,15.9
MAGIC.673,18.33,23.61,0.81,34.33,3.33,25,0.27,9.93
MAGIC.674,28.33,21.89,0.73,52.56,4,43.5,0,14.65
MAGIC.675,32,23.17,0.78,44.56,NA,36.33,0.72,13.37
MAGIC.676,30.5,23.75,0.81,49.22,5.5,47.25,0,15.28
MAGIC.677,31.33,20.96,0.71,60,6.33,24.5,0.56,13.22
MAGIC.679,20.5,20.36,0.68,66.56,3,42.17,0.2,17.22
MAGIC.680,19.33,21.53,0.65,63,5,NA,0.19,15.99
MAGIC.681,23,20.11,0.69,51.44,7,NA,0.87,12.79
MAGIC.682,24.67,17.84,0.69,61.33,4.67,47.67,0,18.87
MAGIC.683,21.67,22.36,0.7,60.78,6.67,48.63,0.18,16.45
MAGIC.684,24.33,24.84,0.78,49.33,6,51.75,0,15.18
MAGIC.685,21,23.2,0.73,57.67,4.67,44.97,0.2,16.96
MAGIC.686,14.33,19.45,0.65,59.56,7.67,45,0,17.41
MAGIC.687,18.33,21.27,0.75,45.67,6.33,45.75,0.18,15.71
MAGIC.688,15.33,21.59,0.71,57.78,6,NA,1.39,14.37
MAGIC.689,22,20.28,0.7,53.44,4.67,47,0,14.73
MAGIC.690,18.33,20.19,0.7,42.28,4.33,22.25,1.03,13.02
MAGIC.691,26.67,20.19,0.71,52.22,NA,42.83,0.21,15.66
MAGIC.692,16,17.79,0.64,60.11,5.33,NA,2.83,15.08
MAGIC.693,20.67,21.68,0.61,71.67,6,48.45,0.94,17.08
MAGIC.694,22,20.92,0.75,53.44,5.33,24,0.38,15.57
MAGIC.695,16,18.78,0.68,53.78,5.67,NA,0,15.27
MAGIC.696,16.67,23.85,0.76,43.56,7.67,NA,0,13.68
MAGIC.697,13.33,23.58,0.75,49.56,5.33,46.5,0,14.47
MAGIC.698,40,26.09,NA,47.89,6.67,34.75,0,NA
MAGIC.699,27.67,17.17,0.46,47.22,8,43.17,0.21,15.13
MAGIC.700,27.67,18.46,0.97,48.89,7,47.73,0.49,NA
MAGIC.701,26.5,21.62,0.66,54.2,3.5,38.57,0,15.98
MAGIC.702,15.33,20.19,0.4,102,4.67,45.2,0,17.19
MAGIC.703,21.33,23.14,0.79,61.22,6.67,40.2,0,16.65
